hash,buyer,seller 
5aCY9PSJ9bWT5o6RafqaPWhaurmYiWKgkTgT4XKxpYogF3Dk9v8W4WW5WgQZX95jXboKEGdcgzegNQL758HQwJJb,3SaKisyDTwZTGErjF71PZwSBLEsoVmfkF718UpCuqMvX,46eXnUtKH4h7WDqPJLkR7LmgUudTHzQuAiePutbv75bW,13.8
42LUWWxzHKcZ9gHCSKdgoDCUes1De1C5FMU2wy4WxkHoAQuLKrjqBL6Tf5GjrUjNt4o4oEoNNRB3Z88eyrWmTv74,6zDA8rCMH6CUxeuifqsso79o1pjm5W2qzvpN3JErk9yz,7WL9YcwA6S3smvpMjHW25zEKmMCg2WaKCtGmDkkMWLEP,14.54204428
2D8cCRSdEsQPLicgsWfQSaKsFa7Ui6BJetnud9PbKbKkKuGJzSJ4rrvX6TR6LA47ZejTMYqrqc7mRgvUGZ6eTASa,JmCQnsJ7gWwB8v6i4i5iDYbfgD8iVCQ67JTMNC2WG5P,5Cz6gbR6yyaN7xjAVmj2UEst4LYGhpF7pW6LJiso9WTh,28.5
4tHu6JoZ17Qb68ntHnFiXLUergCotEYsFRwxBi6hf7bLjAa4owXZnDVyhv2UFU7BFNgsx25mrntoMcPRD88t4qa9,7fK9JAo3fZBFs68fUVwSLHyUjfrMNvCgPwvkeTXxXY9C,2M2dWqCZrMyaaC7DeVPR8GM5s5UWPdDCFHvjeWCKVKes,13.5
5viERWFDxLcx8jKtYu1UZUax4fXsU28tBfSExSPGywZd8b7tf6iTdHuyL1EJ61s6YtRFdzuybkRoubxfoT9qC2S6,BprUZ5v69vrETp7Um9GqavhyH8VJBgHARTCbRAP53j2P,Gj9BmuWwUfz3Bpmuc5dbA2CZyv5UHeatDnEyEZAbxgm6,25
L1HbMgrpzmufwp48w9QU9vcFC8w9m33U1B2UGTKEdsEJYJCgbk2WFxy8fFS9iRpxvWbcrRFJeyd8SYSvwLDexDg,Gj9BmuWwUfz3Bpmuc5dbA2CZyv5UHeatDnEyEZAbxgm6,ByGYEZ5WXy5FZ6htwbKKuB58RrzEm4bBVAhoftRoTT7w,16.6
3NuzMKUm2Aqxdsx1Sgno8xFxZLMdPC8fYFvPELLuLJBNE1DAFAz5btCpCnQkYsZG9MyahkvrTP4w6fnzibhdXSop,99jrZWMp4o32qKjw6QUsRsQkxXUiob9hDFLnyArHLviW,apEeBsjQr7ybMRNjxRhuedfiqJMXDAzU9RVLZPwainR,9.2
5uYNhrQA95Xk3DnwbzfocVHAg657rLmRQFEJZoUMUJQZtgQ5ErgRFTrb21LKwTPKZNst7cYyk387D5M2ewzWJ2bT,Hpyp46YTiMrpTKyHtbaNFpWu7Mq1UhdEh8Tkw2SxxJnS,DCyiwMJ39vH5wZbFKBkZBW6QcDEHmmcdCXvEomZxKSUo,14
4uSmyHQon6phALKhdd4X6oTzkzwEewAxUDc9tVBNhqXJ7Xjuk1xPo3BnAXyzwPz523rBsyhfS34rh4SFYrX8Y4Hr,56qax33so4vMMTB8rbpXGywTpSvAo1RrwaUSZJX1w4Vk,3QUnbRp9bd8MbtT5LhMHYzDVWCd63aUqLtYLz1ycHcuv,16.99
4kbg465PgXVvyZr7c22fbNner2edakYEnMTXPzVne8YjjGGX9c94LTYQPVDhXFCq4xDVwuyBpL9E35MnVLJkpTur,3QUnbRp9bd8MbtT5LhMHYzDVWCd63aUqLtYLz1ycHcuv,jP82x1ZmtDkSim1a3xjP1bLy23tuxf4K6mWt8Yk5Js5,14.8
