hash,buyer,seller 
3puoENesC8riSQzZWPXAiAi6UuGo22dJMszBwD5938SqdBRAdRMikzBech6xC7bnbFQGQrzTgTbZbdYDFS9VEebK,CXPtajy1LXxAZCHrEj5E2E4yQ8bUy8GYVydEYPdQ1i69,H86imebdnDSbaLGmCZBD2qBRxT4ovs5N5X8E7VbreDoJ,3.43
4Fy3EbWNvPB1fssG3kLDyYLzHTHBBVng5UJW3oyouNUyMYdzjBPqyCTXRvUqNJnoXCdRbJrrZw66cEPBgfnrFmR9,GEJ3zU94dgUcrac9QQF7qfF1w62toYhXYDKKCES8pXuH,EZgh6NUDbv39aRE8w7Qvjz9MoLaD774i24UdLmnAiQQr,2.25
FucMsPsjPK9NkSReQMVb4VpjvQJydtBqQcDj7UjPA2q8tDfVFWSvj3yyHFag8dUteSgvMuxxH6Jk69uuuSTwRXp,24sZrALHKSrDGUzimtbSapw8yAc9rMsG2DXgUuvDCMux,GeGtPPhXJnQMUyxUJwyXMmKk4iNe3jaqtjQZ1bytEpqL,3.1
5cVoK2eZM8y4762upG8VyzSAy1z2GevHnVuUwgoNuovpE4qgJvdzR2se16H8L7i91cAQqwR8H3Y8FVoDgFhSDLDt,GuUduxukTR2N2R8Ez7SFBPq37mtiNqxE8PexQyopGs94,5M6bBKoXxMjVozzF7bFRpYo47PAQjSrhu9gnsXWz6wt3,7.25
4BeUrjZAjvqa2xE8YhE4UW76XcHEhrpb2Xfhdt5jg7VJpnHfzLwnN5Fweq5j6PioRLbQu4ApsiJaeTxZbrYgmuDK,5M6bBKoXxMjVozzF7bFRpYo47PAQjSrhu9gnsXWz6wt3,3SjKYNpAWczAmQjGAXSoCySjGH3r9q7yY8AnBKi4TZGS,12
62f3YxGnQsvxhArq3JXNSGAYrk4cdn5F9EbcyB942ScppFhoZ4wxeZvcyr8jPmodyrrC5yxvEgmup7jyae2wrvF3,3SjKYNpAWczAmQjGAXSoCySjGH3r9q7yY8AnBKi4TZGS,G8MC4h5ybeYafsVdqS3zK9ikGEHJ6BeMjW7bd99BUvod,12.34
26uxrJzYY6J5NfjCa5B2K4cQiFp43QqfFiFcSAG6Yj4udryoMNKjfUerBkCTZERJHz7y7f4RKd4KC16nEx2cUMuZ,G8MC4h5ybeYafsVdqS3zK9ikGEHJ6BeMjW7bd99BUvod,AnrL8RwaYBEeZGnSe2dihHUJShuXzfnEXi8UzxAiGyYB,2.74
4mc5kkEg9Awncij7gBTGUv5YJVh7BB8XkD7Kz9gVthvcFUZvtYLU7HiigmQN6etMJAV3YzXaNxAZ8VFHfqQ1XvoX,9rcfuJQGVseSf8eaFgkKeTGz1AZvpBkpSzqwB7hVLj2A,2ARhxmBd8mDB7mWvTnXamxeSMdtSMHiprEBtb8VUZrdv,2.5
5GUXhTHTgpk1KaJvXakAgRv8o26J2PsfPxuPa2qLGiXDD5zao9c39TbGGE6oofAv56ab9LFG19B1CuuYSqaNgnYe,DR2nX5AghMfz7AV5v9UbJxPSGUb6EZg7NgPxpGTNWyha,Ho7EcXiRSFpycmxoPGQ6iFHumS4EBvS6GreV51GuaAQd,11
593GBwsNyMiUqLWY5fHWQ3GRprk74KXU7fEuVSokWCVULUcVzvmR3m8LCVoJ6tTJrjH4Rn8uDieiuTytQsMjCFrP,Ho7EcXiRSFpycmxoPGQ6iFHumS4EBvS6GreV51GuaAQd,DU82JCddHLBLBPXFJoZJL88FQUYA8qedk2jvkrtjUXvK,12.5
5ym6VVPwdtDaZzKKoKvFkqfzeX1E8vheNG716vjLZmTjLrzNPZx29ToH9PTSVrRyGESiMDEgbmZ2ojEGvAqhV4mA,HHpnX7wDxY738YJZeB1Gi9Jo2bLads8JirPmY1TyhYBG,3ZUYeUcUfof9eiMKgLLPFMhPYnU53pgkrTHER29sfcKD,7.69
3gTYVxuqPjgUjCVpTPD4i1KQuyhc2v5RVzpdLTNg4hz6gk6UayKk2k7tUxwWcdGVm3q1sPpCoC2HHTpwao69Zyed,3ZUYeUcUfof9eiMKgLLPFMhPYnU53pgkrTHER29sfcKD,5fmdq23tVqBcCGnKwqWjPHoXczPojTzsGJ7kNfjqTLQf,5.989
2kzxgfgWaqqTxqNWCQYvkqESVdjF9uc8bCv29rMGbLfS4MNPbd2QXHNbxdsd7NGysdUKQxZEMRBFBuDgGe1MsNQL,5fmdq23tVqBcCGnKwqWjPHoXczPojTzsGJ7kNfjqTLQf,9wzLV1feXeULbTjeMgHZzhLJSYubPeeLBK9PsArM6HjA,5.3
5uFZFzcFDxWiZvzFi2b9tPEYxDtVseGFV77YknTcKHAJuFFEQTviJtmWreSL9yfknSvXVJkW2MzutdEK1cz1niuM,9wzLV1feXeULbTjeMgHZzhLJSYubPeeLBK9PsArM6HjA,DjWcaXSZF4BMqk5N7yodobpj3NBRt5JdvrRxxbjg4EAH,3.75
5eu9s1orq5V18gVaFMMFQvZcEoegjX5hDPVk353LRsZjJfnSz6SWY6eo88RJgD7GNBYMWVBEsVWKvwoRPyr4q42H,F4vJYvVbUe6dXRHYFymyGHxQ5dh7aVhWtT6PUALyaSg6,3opUKaG4XnLfpZNmjdE6n6MWdmiBWKuoKtVAR6CH3PY9,3.78
2qRgym7V1xFcDHjmZmEF6raP2xJYsQSNmZgm9p1uWkjKGE1ZFD1n6aJ92FamDqwUNsBNAeCigronxGRhyBaBzFZh,TTrH3mHdVCGqwP1oKX3gwT2zuRPAp3DVGggNngaM3FF,FWQeMfeE3EHcCagWWaPrAYYAgTceyc4MJJUC9q4p2uAx,3.38
411aR6sCcf2wpw69Ts72n517qvXKB6duRAFBz2fStkZ2cJjxqG3vBRv1G4iV55QdBVd5Wo6QYfvMH2rxcFrWnNf3,5wKeL7GoL4ZhGepma931GQcKKoCuKFDyM7tyjd2mp5hH,EBzsgc9Gy5znT3V9zxx7etsvpf7Qjd9Jz6YWACWyqQnT,3
4Hb8RdQiwo2ewhDZGr7zDSYUGqb5jT1FPUXSutVAPTcFCiAwRMYECFdzrNcLXTsGN2g5srR9c1M4NFqVSiEPXegM,8SjF5gMcPJALcP1NQeZsjoC8h6XcbJPnFys71nt7dFrA,5LS1pEpWGnpusG4ZFhQYBqmPFEqn3jnnG35SH21urgWH,2.74
4GchxvLeYtSVt8rpo4CarWaZPqYmxqbg1RDxaQWQuvBWb2mKfgnQcytDzXn4piWsyxbQRWhetBJgLFwyduzgD85n,5LS1pEpWGnpusG4ZFhQYBqmPFEqn3jnnG35SH21urgWH,9MsvjvmeNxL3cki44Li8PoLTMXXqPxuKPMiFKAjLR7JM,2.45
